2,10,30,3,500,81,28,48595309415,0.94
5,10,40,7,200,78,38,6.05484E+12,0.86
6,10,20,9,400,2,40,1.45786E+11,0.83
4,10,40,7,400,87,42,7.08057E+12,0.77
